27|66
27|22
27|49
27|15
27|26
27|14
27|92
27|95
51|16
51|84
51|54
51|77
51|27
51|94
51|66
51|23
51|19
51|25
51|71
51|65
51|15
51|52
51|39
51|44
51|46
51|24
51|12
51|31
51|92
51|69
51|58
51|53
83|32
83|52
83|35
83|76
83|94
83|44
83|84
83|14
83|71
83|77
83|61
83|12
83|85
83|23
83|39
83|51
83|19
83|54
83|25
83|49
83|11
83|53
83|58
83|91
94|66
94|15
94|74
94|12
94|55
94|86
94|16
94|69
94|26
94|45
94|34
94|65
94|98
94|18
94|23
94|48
94|46
94|92
94|37
94|31
94|22
94|27
94|24
94|79
54|15
54|26
54|92
54|46
54|69
54|22
54|23
54|66
54|24
54|74
54|31
54|37
54|16
54|48
54|34
54|94
54|65
54|79
54|45
54|18
54|12
54|27
54|86
54|98
58|23
58|31
58|48
58|25
58|79
58|65
58|15
58|24
58|16
58|54
58|86
58|22
58|94
58|46
58|27
58|12
58|45
58|69
58|92
58|74
58|66
58|44
58|98
58|18
61|65
61|46
61|54
61|19
61|77
61|52
61|39
61|25
61|66
61|12
61|24
61|94
61|44
61|51
61|27
61|15
61|69
61|71
61|23
61|84
61|58
61|92
61|16
61|53
77|53
77|84
77|24
77|58
77|65
77|12
77|31
77|92
77|46
77|23
77|66
77|27
77|25
77|39
77|19
77|71
77|16
77|45
77|52
77|94
77|69
77|44
77|54
77|15
32|35
32|61
32|51
32|71
32|91
32|53
32|46
32|39
32|52
32|11
32|23
32|77
32|76
32|12
32|27
32|54
32|94
32|19
32|58
32|44
32|25
32|24
32|69
32|84
31|85
31|79
31|35
31|91
31|86
31|18
31|76
31|98
31|55
31|45
31|95
31|11
31|49
31|22
31|14
31|74
31|34
31|32
31|26
31|48
31|83
31|61
31|37
31|47
34|26
34|77
34|85
34|47
34|61
34|52
34|19
34|11
34|58
34|91
34|35
34|95
34|39
34|25
34|14
34|53
34|71
34|84
34|76
34|51
34|83
34|55
34|49
34|32
46|22
46|26
46|98
46|27
46|45
46|15
46|83
46|86
46|24
46|18
46|65
46|79
46|34
46|16
46|55
46|74
46|95
46|66
46|92
46|37
46|47
46|48
46|69
46|31
26|53
26|95
26|35
26|47
26|19
26|76
26|83
26|55
26|11
26|51
26|77
26|52
26|39
26|71
26|91
26|44
26|32
26|84
26|85
26|14
26|49
26|61
26|25
26|58
91|24
91|23
91|94
91|69
91|46
91|27
91|76
91|58
91|53
91|11
91|19
91|39
91|52
91|61
91|84
91|51
91|25
91|54
91|77
91|35
91|44
91|12
91|15
91|71
53|48
53|69
53|44
53|94
53|92
53|66
53|79
53|98
53|31
53|27
53|45
53|15
53|16
53|22
53|12
53|86
53|54
53|24
53|58
53|23
53|74
53|46
53|65
53|25
12|74
12|16
12|65
12|66
12|95
12|31
12|34
12|37
12|47
12|24
12|98
12|92
12|15
12|22
12|69
12|86
12|27
12|46
12|55
12|26
12|45
12|18
12|79
12|48
24|34
24|15
24|26
24|27
24|95
24|55
24|37
24|14
24|74
24|48
24|31
24|66
24|45
24|98
24|18
24|86
24|92
24|16
24|65
24|47
24|83
24|79
24|22
24|85
84|54
84|98
84|53
84|46
84|58
84|23
84|22
84|12
84|16
84|94
84|45
84|66
84|65
84|31
84|86
84|79
84|25
84|24
84|69
84|15
84|74
84|27
84|92
84|44
18|53
18|35
18|55
18|77
18|85
18|37
18|83
18|26
18|52
18|14
18|39
18|51
18|19
18|71
18|11
18|84
18|91
18|49
18|32
18|34
18|76
18|95
18|61
18|47
25|65
25|12
25|94
25|37
25|45
25|24
25|92
25|66
25|79
25|74
25|22
25|86
25|98
25|18
25|44
25|48
25|23
25|27
25|16
25|69
25|31
25|46
25|54
25|15
98|83
98|11
98|22
98|49
98|37
98|61
98|85
98|79
98|95
98|32
98|35
98|34
98|48
98|76
98|77
98|91
98|47
98|74
98|86
98|26
98|51
98|14
98|18
98|55
22|76
22|61
22|47
22|35
22|85
22|77
22|51
22|95
22|26
22|14
22|37
22|71
22|83
22|32
22|55
22|39
22|52
22|49
22|91
22|19
22|18
22|34
22|11
22|48
47|95
47|11
47|14
47|51
47|49
47|54
47|39
47|94
47|85
47|44
47|61
47|71
47|58
47|83
47|19
47|32
47|77
47|25
47|84
47|53
47|76
47|52
47|35
47|91
35|54
35|27
35|77
35|84
35|71
35|46
35|12
35|16
35|51
35|39
35|52
35|61
35|15
35|92
35|94
35|53
35|66
35|58
35|44
35|19
35|25
35|24
35|23
35|69
65|45
65|86
65|95
65|83
65|31
65|11
65|35
65|34
65|18
65|74
65|32
65|91
65|26
65|22
65|49
65|37
65|14
65|79
65|55
65|85
65|76
65|47
65|98
65|48
44|74
44|16
44|86
44|27
44|48
44|24
44|94
44|15
44|65
44|69
44|66
44|12
44|22
44|34
44|23
44|79
44|92
44|98
44|31
44|37
44|18
44|54
44|45
44|46
16|18
16|55
16|92
16|22
16|79
16|98
16|26
16|74
16|45
16|86
16|76
16|31
16|47
16|32
16|83
16|91
16|48
16|49
16|85
16|34
16|65
16|14
16|95
16|37
48|71
48|61
48|52
48|95
48|76
48|37
48|91
48|51
48|77
48|84
48|34
48|49
48|18
48|83
48|11
48|47
48|26
48|35
48|32
48|55
48|14
48|85
48|19
39|15
39|65
39|79
39|19
39|69
39|53
39|44
39|31
39|45
39|54
39|46
39|92
39|98
39|16
39|24
39|58
39|94
39|25
39|71
39|66
39|12
39|27
95|58
95|11
95|39
95|44
95|19
95|94
95|35
95|83
95|71
95|91
95|54
95|77
95|53
95|52
95|14
95|84
95|49
95|85
95|32
95|23
95|25
14|35
14|76
14|94
14|25
14|46
14|58
14|84
14|23
14|11
14|71
14|12
14|77
14|32
14|19
14|61
14|44
14|54
14|85
14|91
14|51
85|53
85|49
85|76
85|71
85|44
85|94
85|11
85|12
85|39
85|91
85|77
85|52
85|54
85|69
85|46
85|23
85|51
85|84
85|32
74|61
74|95
74|26
74|91
74|48
74|14
74|37
74|52
74|34
74|39
74|32
74|77
74|22
74|51
74|76
74|35
74|11
74|85
45|83
45|91
45|11
45|51
45|79
45|34
45|47
45|98
45|55
45|14
45|74
45|48
45|26
45|61
45|32
45|85
45|95
52|19
52|98
52|54
52|71
52|45
52|25
52|65
52|92
52|53
52|66
52|39
52|84
52|94
52|69
52|24
52|44
49|23
49|11
49|39
49|51
49|53
49|35
49|61
49|24
49|19
49|94
49|12
49|77
49|32
49|69
49|76
86|49
86|14
86|83
86|32
86|76
86|85
86|61
86|77
86|18
86|19
86|34
86|35
86|47
86|39
69|92
69|16
69|83
69|66
69|48
69|24
69|26
69|47
69|14
69|45
69|55
69|74
69|31
66|26
66|79
66|91
66|31
66|34
66|85
66|45
66|98
66|86
66|14
66|55
66|74
15|45
15|14
15|26
15|32
15|18
15|98
15|48
15|34
15|66
15|92
15|55
71|45
71|24
71|44
71|86
71|12
71|79
71|23
71|65
71|94
71|27
79|85
79|55
79|11
79|83
79|61
79|51
79|76
79|47
79|32
76|51
76|27
76|44
76|35
76|54
76|58
76|61
76|71
19|65
19|23
19|46
19|15
19|27
19|74
19|44
11|61
11|15
11|77
11|71
11|54
11|46
92|47
92|22
92|79
92|45
92|65
23|46
23|22
23|69
23|31
37|95
37|53
37|71
55|95
55|14
27|31
